id,username,tweet,text_clean,waktu,tweet_link,sentiment
105,mitt,mitt mitt @nadircapella · @nadircapella Tidak sedikit masyarakat dekat pesisir maupun wisatawan yang membuang sampah sembarangan di wilayah pesisir. Hal ini tentunya akan berdampak pada terjadinya  pencemaran  tanah maupun  air  di daerah pesisir. 1 1 1 122 122 122,mitt mitt  masyarakat pesisir wisatawan buang sampah sembarang wilayah pesisir dampak cemar tanah air daerah pesisir,19-11-2023 16:47,https://x.com/nadircapella/status/1726175253335003617,negative
106,Nizrina Najwa Amalia,"Nizrina Najwa Amalia Nizrina Najwa Amalia @nizrinajwa · @nizrinajwa Pemanfaatan ruang seperti pembangunan pemukiman, contohnya adalah Kelurahan Oesapa di Kota Kupang yang terletak di pesisir pantai juga memiliki dampak negatif pada lingkungan seperti kerusakan lingkungan, erosi pantai, terganggunya ekosistem pesisir, dan  pencemaran air  laut. 1 1 1 12 12 12",nizrina najwa amalia nizrina najwa amalia  manfaat ruang bangun mukim contoh lurah oesapa kota kupang letak pesisir pantai milik dampak negatif lingkung rusa lingkung erosi pantai ganggu ekosistem pesisir cemar air laut,19-11-2023 15:13,https://x.com/nizrinajwa/status/1726151664183501033,negative
108,willisaaakkk,"willisaaakkk willisaaakkk @wlldsnnnn · @wlldsnnnn Salah satu dampak besar aktivitas manusia terhadap wilayah pesisir adalah  pencemaran . Limbah industri, limpasan pertanian, dan pembuangan sampah sembarangan masuk ke badan  air  di sekitarnya, dapat memengaruhi kualitas  air  dan juga membahayakan kehidupan laut 1 1 1 37 37 37",willisaaakkk willisaaakkk  salah dampak aktivitas manusia wilayah pesisir cemar limbah industri limpas tani buang sampah sembarang masuk badan air pengaruh kualitas air bahaya hidup laut,19-11-2023 01:43,https://x.com/wlldsnnnn/status/1725947940324430003,negative
111,afs~,"afs~ afs~ @afsharry · Sedih.

Kalo di tanaman ada eceng gondok sebagai indikator  pencemaran air . Project Multatuli Project Multatuli @projectm_org · Ini bukan di film, ini terjadi di dunia nyata. Laut sedang tidak baik-baik saja.

Jutaan ubur-ubur menyerbu Pantai Mayangan di Probolinggo, Jawa Timur. 

Cerita foto terbaru dari Probolinggo. 1 1 1 4 4 4 14 14 14 6.5K 6.5K 6.5K",afs afs  sedih kalo tanam eceng gondok indikator cemar air project multatuli project multatuli org  film dunia nyata laut baikbaik juta uburubur serbu pantai mayang probolinggo jawa timur cerita foto baru probolinggo k k k,18-11-2023 13:18,https://x.com/afsharry/status/1725760341521596645,negative
113,Aurora Anindya,"Aurora Anindya Aurora Anindya @AuroraAnin1572 · @AuroraAnin1572 and and @bmtqn Aktivitas manusia berdampak signifikan terhadap area pesisir terutama ekosistem pesisir. Dampak yang diakibatkan, seperti  pencemaran air , kerusakan garis pantai, berkurangnya lahan basah pesisir, hilangnya keanekaragaman hayati sehingga menyebabkan rusaknya ekosistem pesisir. 1 1 1 32 32 32",aurora anindya aurora anindya  and and aktivitas manusia dampak signifikan area pesisir ekosistem pesisir dampak akibat cemar air rusa garis pantai kurang lahan basah pesisir hilang keanekaragaman hayati sebab rusak ekosistem pesisir,17-11-2023 19:00,https://x.com/AuroraAnin1572/status/1725484102156255436,negative
114,lala,"lala lala @stradivacious · @stradivacious Lalu apa saja sebenarnya konsekuensi lain berupa dampak negatif yang dapat terjadi?
1.   Pencemaran ,  pencemaran  yang terjadi dapat berasal dari limbah industri maupun limbah pertanian yang dapat mempengaruhi kualitas  air , tanah, dan udara yang berada pada daerah pesisir. 1 1 1 225 225 225",lala lala  konsekuensi dampak negatif cemar cemar asal limbah industri limbah tani pengaruh kualitas air tanah udara daerah pesisir,17-11-2023 18:54,https://x.com/stradivacious/status/1725482605859246220,negative
115,DJPB_ACEH,"DJPB_ACEH DJPB_ACEH @bpbapub · Pembuatan Instalasi Pengelolaan  Air  Limbah (IPAL) di lokasi 1 BPBAP Ujung Batee, dalam rangka untuk mendapatkan sertifikasi CPIB pembenihan ikan kakap putih sebagai upaya meningkatkan kualitas lingkungan dan mengurangi  pencemaran air  limbah di sekitar lokasi pembenihan ikan. 6 6 6 125 125 125",djpbaceh djpbaceh  buat instalasi kelola air limbah ipal lokasi bpbap ujung batee rangka sertifikasi cpib benih ikan kakap putih upaya tingkat kualitas lingkung kurang cemar air limbah lokasi benih ikan,17-11-2023 11:30,https://x.com/bpbapub/status/1725370782766014708,neutral
116,KP2KP Manna,"KP2KP Manna KP2KP Manna @pajakmanna · Pencemaran air  limbah bisa berdampak buruk pada kesehatan masyarakat. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 1 1 1 29 29 29",kpkp manna kpkp manna  cemar air limbah dampak buruk sehat masyarakat  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:49,https://x.com/pajakmanna/status/1725330254166917462,negative
117,PPN Tual #2025KKPRiseTogether,"PPN Tual #2025KKPRiseTogether PPN Tual #2025KKPRiseTogether @Infoppntual · @Infoppntual Kegiatan ini utk menunjang program pemerintah dlm pengelolaan dan pengawasan lingkungan hidup agar terhindar dari sampah, banjir,  pencemaran air  (kurangnya  air  bersih),  pencemaran  tanah,  pencemaran  udara, pemanasan global, kerusakan hutan, abrasi dan kerusakan ekosistem. 2 2 2 46 46 46",ppn tual ppn tual  giat utk tunjang program perintah dlm kelola awas lingkung hidup hindar sampah banjir cemar air kurang air bersih cemar tanah cemar udara panas global rusa hutan abrasi rusa ekosistem,17-11-2023 08:17,https://x.com/Infoppntual/status/1725322134325723634,negative
118,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
119,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:22 0:22 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
120,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:17 0:17 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
121,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:14 0:14 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
122,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:09 0:09 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
123,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:05 0:05 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
124,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:02 0:02 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
125,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:24 0:24 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
126,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:20 0:20 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
127,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:17 0:17 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
128,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:12 0:12 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
129,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:08 0:08 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
130,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:04 0:04 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
131,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:15 0:15 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
132,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:09 0:09 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
133,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:03 0:03 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
134,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:12 0:12 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
135,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:24 0:24 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
136,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:11 0:11 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
137,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:04 0:04 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
138,Sekretariat Jenderal Kementerian Keuangan,"Sekretariat Jenderal Kementerian Keuangan Sekretariat Jenderal Kementerian Keuangan @setjenkemenkeu · Temankeu,  Pencemaran air  limbah bisa berbahaya bagi kesehatan masyarakat.

Nah,  air  limbah perlu diolah dahulu nih. 

Di Palembang, ada Sistem Pengelolaan  Air  Limbah Domestik Terpusat (SPALDT). 

Yuk, disimak selengkapnya. #UangKita #UangKita @KemenkeuRI · Pencemaran air limbah bisa berdampak buruk pada kesehatan masyarakat. 

Oleh karena itu, air limbah perlu diolah terlebih dahulu sebelum dibuang.

Gimana ya cara mengolahnya? 0:00 0:00 1 1 1 4 4 4 4 4 4 268 268 268",sekretariat jenderal menteri uang sekretariat jenderal menteri uang  temankeu cemar air limbah bahaya sehat masyarakat air limbah olah nih palembang sistem kelola air limbah domestik pusat spaldt yuk simak lengkap  cemar air limbah dampak buruk sehat masyarakat air limbah olah buang gimana ya olah,17-11-2023 08:16,https://x.com/setjenkemenkeu/status/1725321990104584290,negative
