id,username,created_at,retweets_count,likes_count,User_location,text_clean,text_preprocessed
TRUE,KOMPAS TV,3/24/2022 2:22,579,2227,Indonesia,jimly asshiddiqie sebaiknya anwar usman menonaktifkan diri dari penanganan uji materi uu ikn…,"['jimly', 'asshiddiqie', 'anwar', 'usman', 'nonaktif', 'tangan', 'uji', 'materi', 'uu', 'ikn']"
FALSE,Asep Susanto,3/24/2022 2:21,0,0,"Palembang, South Sumatra",sambut presiden di balikpapan pw gp ansor kalimantan timur dukung ikn nusantara dukung ekonomi kreatif,"['sambut', 'presiden', 'balikpapan', 'pw', 'gp', 'ansor', 'kalimantan', 'timur', 'dukung', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Ani Sandrina,3/24/2022 2:21,0,1,"Sumatera Selatan, Indonesia",ikn dukung ekonomi kreatif,"['ikn', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Sonic Freak,3/24/2022 2:21,0,0,"Bengkulu, Indonesia",pembangunan ikn nusantara menjadi magnet kemajuan bagi bangsa dukung ekonomi kreatif,"['bangun', 'ikn', 'nusantara', 'magnet', 'maju', 'bangsa', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Siskarr,3/24/2022 2:20,0,1,"Batipuh, Indonesia",pemindahan ikn ke kaltim termasuk dari bagian kemaslahatan umat  dukung ekonomi kreatif,"['pindah', 'ikn', 'kaltim', 'maslahat', 'umat', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Bentang Imaji,3/24/2022 2:19,0,0,"Kota Kediri, Indonesia",terkait pemindahan ibu kota nusantara ikn kelompok cipayung plus berkomitmen untuk membersamai program tersebut…,"['kait', 'pindah', 'kota', 'nusantara', 'ikn', 'kelompok', 'cipayung', 'plus', 'komitmen', 'sama', 'program', 'sebut']"
FALSE,Codet,3/24/2022 2:18,0,0,"Sumatera Selatan, Indonesia",erick thohir ikn nusantara akan jadi pusat ekonomi baru    dukung ekonomi kreatif,"['erick', 'thohir', 'ikn', 'nusantara', 'pusat', 'ekonomi', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Edinson Cvn,3/24/2022 2:18,0,0,,dukung ekonomi kreatif ikn wujudkan indonesia maju dan modern dimasa depan,"['dukung', 'ekonomi', 'kreatif', 'ikn', 'wujud', 'indonesia', 'maju', 'modern', 'masa']"
FALSE,akang2,3/24/2022 2:18,0,0,"Lampung, Indonesia",ikn nusantara  dukung ekonomi kreatif,"['ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,akang2,3/24/2022 2:18,0,0,"Lampung, Indonesia",kejagung dukung kepala otorita ikn nusantara  dukung ekonomi kreatif,"['jagung', 'dukung', 'kepala', 'otorita', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,M. Syaikhu Mochtar,3/24/2022 2:16,0,2,Central Java,ikn hny isapan jempol pencitraan dari para pembual dan pengkhianat,"['ikn', 'hny', 'isap', 'jempol', 'citra', 'bual', 'khianat']"
FALSE,galamedianews.com,3/24/2022 2:16,0,0,"Bandung, Indonesia",ikn pindah ke kalimantan timur jakarta bersaingan dengan washington dc hingga sydney,"['ikn', 'pindah', 'kalimantan', 'timur', 'jakarta', 'saing', 'washington', 'dc', 'sydney']"
FALSE,ZID WORLD,3/24/2022 2:16,3,6,,megaproyek ikn terancam mangkrak maukah rakyat diajak patungan menyelamatkan   menurut analisa ekonom megaproyek…,"['megaproyek', 'ikn', 'ancam', 'mangkrak', 'mau', 'rakyat', 'ajak', 'patungan', 'selamat', 'analisa', 'ekonom', 'megaproyek']"
FALSE,Gus Choy Markochoy,3/24/2022 2:15,0,0,,marm udah diskusikan dulu  point itu untuk ikn di kolam,"['marm', 'udah', 'diskusi', 'point', 'ikn', 'kolam']"
FALSE,Azzam III,3/24/2022 2:14,0,0,,sudah di pastikan mangkrak,"['pasti', 'mangkrak']"
FALSE,mujiburRAHMAN,3/24/2022 2:12,0,1,Indonesia,didu ikn ini hanya mimpi di siang bolong…,"['didu', 'ikn', 'mimpi', 'siang', 'bolong']"
FALSE,Nesa Aprilia,3/24/2022 2:12,0,0,"Kendari, Indonesia",pembangunan ikn memberikan dampak positif bagi masyarakat luas dukung ekonomi kreatif,"['bangun', 'ikn', 'dampak', 'positif', 'masyarakat', 'luas', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Rama Penikmat Politik,3/24/2022 2:12,0,0,"Bengkulu Selatan, Bengkulu",ikn jadi monentum penting bagi pembangunan indonesia dukung ekonomi kreatif,"['ikn', 'monentum', 'bangun', 'indonesia', 'dukung', 'ekonomi', 'kreatif']"
TRUE,Merdeka.com,3/24/2022 2:12,1,0,Indonesia,ksp dorong badan otorita lakukan indentifikasi pemilikan tanah di ikn,"['ksp', 'dorong', 'badan', 'otorita', 'laku', 'indentifikasi', 'milik', 'tanah', 'ikn']"
FALSE,🅰️ℹ️L🅰️,3/24/2022 2:11,0,0,"Pangkalan Baru, Indonesia",dukunh pembangunan ikn nusantara dukung ekonomi kreatif,"['dukunh', 'bangun', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,s AND i,3/24/2022 2:11,0,0,TSM,marm pertanyaan saya elo udah ikut urunan buat ikn belum bong,"['marm', 'elo', 'udah', 'urun', 'ikn', 'bong']"
FALSE,Juice Melon,3/24/2022 2:11,0,0,,dukung ekonomi kreatif ikn nusantara di kaltim jokowi sebut alam indonesia jadi modal kembangkan energi hijau…,"['dukung', 'ekonomi', 'kreatif', 'ikn', 'nusantara', 'kaltim', 'jokowi', 'alam', 'indonesia', 'modal', 'kembang', 'energi', 'hijau']"
FALSE,S0EY0T0,3/24/2022 2:10,93,215,jakarta,itulah sebenarnya suara hati mereka tidak yakin ikn sukses saya yakin itu mewakili suara banyak orang bahkan di l…,"['suara', 'hati', 'ikn', 'sukses', 'wakil', 'suara', 'orang', 'l']"
FALSE,Curiosity,3/24/2022 2:10,0,0,,rusli  kecil kemungkinan untuk abstain sebab besar kemungkinan etnis tertentu itu bakal buka embassy di ikn nanti,"['rusli', 'abstain', 'etnis', 'buka', 'embassy', 'ikn']"
FALSE,Aditiya Nurwahid,3/24/2022 2:10,0,1,,sah jokowi lantik bambang susantono jadi kepala otorita ikn lantas apa tugasnya mari simak,"['sah', 'jokowi', 'lantik', 'bambang', 'susantono', 'kepala', 'otorita', 'ikn', 'lantas', 'tugas', 'mari', 'simak']"
FALSE,Ferry,3/24/2022 2:10,0,0,,proyek ikn mulai kalut,"['proyek', 'ikn', 'kalut']"
FALSE,OKomara,3/24/2022 2:09,0,0,,otakatik urun dana biar mncerminkan rakyat butuh ikn pdhl itu suatu syarat untuk kpercayaan dari investor,"['otakatik', 'urun', 'dana', 'biar', 'mncerminkan', 'rakyat', 'butuh', 'ikn', 'pdhl', 'syarat', 'kpercayaan', 'investor']"
FALSE,Prangbakat,3/24/2022 2:09,0,1,"Bogor, Jawa Barat",piliank misal ada jt cebongjika seorang urun jt maka terkumpul tcukup utk bikin istanapr…,"['piliank', 'jt', 'cebongjika', 'urun', 'jt', 'kumpul', 'tcukup', 'utk', 'bikin', 'istanapr']"
FALSE,Anum,3/24/2022 2:08,0,0,"Bulungan, Kalimantan Utara",kejagung mendukung otorita ikn nusantara  dukung ekonomi kreatif,"['jagung', 'dukung', 'otorita', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Regina Silva,3/24/2022 2:07,0,0,"Kalimantan Tengah, Indonesia",gp ansor kaltim dukung ikn nusantara dukung ekonomi kreatif,"['gp', 'ansor', 'kaltim', 'dukung', 'ikn', 'nusantara', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Regina Silva,3/24/2022 2:07,0,0,"Kalimantan Tengah, Indonesia",dukung pembangunan ikn dukung ekonomi kreatif,"['dukung', 'bangun', 'ikn', 'dukung', 'ekonomi', 'kreatif']"
FALSE,Dillon_Suriwang,3/24/2022 2:06,0,0,KUTAI TIMUR,pengen ngikutin berita terkini yang lagi panasnya  soal politik lahan tambang ikn dan blablabla lainnya…,"['ken', 'ngikutin', 'berita', 'kini', 'panas', 'politik', 'lahan', 'tambang', 'ikn', 'blablabla', 'lain']"
